,text,author
3454,"Republicans in Iowa, go out and Caucus today. Your great Trade Deals with China, Mexico, Canada, Japan, South Korea and more, are DONE. Great times are coming, after waiting for decades, for our Farmers, Ranchers, Manufacturers and ALL. Nobody else could have pulled this off!",Trump
3455,"I hope Republicans &amp; the American people realize that the totally partisan Impeachment Hoax is exacty that, a Hoax. Read the Transcripts, listen to what the President &amp; Foreign Minister of Ukraine said (“No Pressure”). Nothing will ever satisfy the Do Nothing, Radical Left Dems!",Trump
3456,@LindseyGrahamSC https://t.co/lWUKpH1ydc,Trump
3457,"The DNC on Bernie Sanders, “Looks like they’re going to do it to him again, doesn’t it?” @SteveDoocy @foxandfriends",Trump
3458,Hope you liked this! https://t.co/y1j2Wf6J4p,Trump
3459,Great company! https://t.co/Q1NFAHrC3p,Trump
3460,Thank you Mike! https://t.co/iNwuaJ3KVP,Trump
3461,So Great! https://t.co/5d9CZ0zIIQ,Trump
3462,Congratulations to the Kansas City Chiefs on a great game and a fantastic comeback under immense pressure. We are proud of you and the Great State of Missouri. You are true Champions!,Trump
3463,"I promised to restore hope in America. That includes the least among us. Together, let’s KEEP AMERICA GREAT! 

Text TRUMP to 88022 if you liked our Super Bowl ad! https://t.co/Lgjt53B7QX",Trump
3464,"ENJOY THE GAME USA, OUR COUNTRY IS DOING GREAT!",Trump
3465,My @SuperBowl Interview at 3:30 P.M. on @foxnetworks. Enjoy!,Trump
3466,"Mini Mike is now negotiating both to get on the Democrat Primary debate stage, and to have the right to stand on boxes, or a lift, during the debates. This is sometimes done, but really not fair!",Trump
3467,"Many of the ads you are watching were paid for by Mini Mike Bloomberg. He is going nowhere, just wasting his money, but he is getting the DNC to rig the election against Crazy Bernie, something they wouldn’t do for @CoryBooker and others. They are doing it to Bernie again, 2016.",Trump
3468,"Mini Mike is part of the Fake News. They are all working together. In fact, Bloomberg isn’t covering himself (too boring to do), or other Dems. Only Trump. That sounds fair! It’s all the Fake News Media, and that’s why nobody believes in them any more.",Trump
3469,"The Radical Left, Do Nothing Democrats, don’t want justice when pushing the Impeachment Hoax, they only want to destabilize the Republican Party so they can do better in the 2020 election, &amp; that includes the House &amp; Senate. They are playing with the people by taking it this far!",Trump
3470,Correct! https://t.co/V5Xye7zAcN,Trump
3471,Thanks for your invaluable help Chuck! https://t.co/x0T0GWvntd,Trump
3472,"Wall is moving along strong, tall and quickly. Thank you Jim for all of your help! https://t.co/1dlC0dZ0ui",Trump
3473,Thank you John! https://t.co/5IVTZ2QY3r,Trump
3474,Happy birthday to a wonderful man &amp; friend! https://t.co/AaqQ6Pvtyw,Trump
3475,Getting a little exercise this morning! https://t.co/fyAAcbhbgk,Trump
3476,"Trump poll numbers are the highest since election, despite constant phony Witch Hunts! Tens of thousands of people attending rallies (which the Fake News never mentions) to see “The Greatest Show On Earth”. Fun because USA is WINNING AGAIN! https://t.co/L14hDtx6cT",Trump
3477,"Congratulations to @loudobbs, Number One. Lou has shown the Fake News what happens when you cover “America’s Greatest President”  fairly &amp; objectively! #MAGA #KAG https://t.co/68b0vPvmNd",Trump
3478,"No matter what you give to the Democrats, in the end, they will NEVER be satisfied. In the House, they gave us NOTHING!",Trump
3479,Democrats = 17 Witnesses. Republicans = 0 Witnesses.,Trump
3480,"The Radical Left, Do Nothing Democrats keep chanting “fairness”, when they put on the most unfair Witch Hunt in the history of the U.S. Congress. They had 17 Witnesses, we were allowed ZERO, and no lawyers. They didn’t do their job, had no case. The Dems are scamming America!",Trump
3481,Incredible numbers! https://t.co/wWpSA87qfw,Trump
3482,"Nadler ripped final argument away from Schiff, thinks Shifty did a terrible job. They are fighting big time! https://t.co/L2qTV9pWiL",Trump
3483,THE BEST IS YET TO COME! https://t.co/SOn6wRV9Zs,Trump
3484,"Americans across the political spectrum are disgusted by the Washington Democrats’ Partisan Hoaxes, Witch Hunts, &amp; Con Jobs. Registered Democrats and Independents are leaving the Democrat Party in droves, &amp; we are welcoming these voters to the Republican Party w/ wide open arms! https://t.co/UCdQXY3vPn",Trump
3485,"Washington Dems have spent the last 3 years trying to overturn the last election – and we will make sure they face another crushing defeat in the NEXT ELECTION. Together, we are going to win back the House, we are going to hold the Senate, &amp; we are going to keep the White House! https://t.co/VshQceiwUA",Trump
3486,"To keep America Safe, we have fully rebuilt the U.S. Military – it is now stronger, more powerful, and more lethal than ever before. Thanks to the courage of American Heroes, the ISIS Caliphate has been DESTROYED &amp; its founder &amp; leader – the animal known as al-Baghdadi – is DEAD! https://t.co/9LXDf6mJKf",Trump
3487,"This November, we are going to defeat the Radical Socialist Democrats and win the Great State of Iowa in a Historic Landslide! #KAG2020 https://t.co/jYIbSdyGjU",Trump
3488,"Thank you Iowa, I love you! 
https://t.co/zooBXErdcV",Trump
3489,"Great poll in Iowa, where I just landed for a Big Rally! #KAG2020🇺🇸 https://t.co/4YCo01XYCn",Trump
3490,"Working closely with China and others on Coronavirus outbreak. Only 5 people in U.S., all in good recovery.",Trump
3491,"Leaving Michigan now, great visit, heading for Iowa. Big Rally!",Trump
3492,"BIGGEST TRADE DEAL EVER MADE, the USMCA, was signed yesterday and the Fake News Media barely mentioned it. They never thought it could be done. They have zero credibility!",Trump
3493,"Just landed in Michigan. Car companies, and many others, are building and expanding here. Great to see!",Trump
3494,Happy birthday today to two of the very best in Congress—@RepMikeJohnson (age 48) and @RepLeeZeldin (age 40—big one!). Two Great American Patriots!!,Trump
3495,"Congressman @MichaelCBurgess has done a Great job representing the people of Texas. He continues to protect your very important Second Amendment. Mike is Strong on Crime and the Border, he Loves our Great Vets and Military. Mike has my Complete and Total Endorsement!",Trump
3496,"Congressman Brian @Babin4Congress of Texas has been a strong supporter of our #MAGA Agenda. He is strong on the Second Amendment and Securing our Border, he Loves our Great Vets and Military. Brian has my Complete and Total Endorsement!",Trump
3497,https://t.co/Kf24nTnc7E,Trump
3498,https://t.co/OWYuHqbgAj,Trump
3499,https://t.co/XWKEY5MIXL,Trump
3500,https://t.co/alTg16dgM5,Trump
3501,"Great photos from a SOUTHERN BORDER WALL Briefing with Secretary of Defense, Mark @EsperDoD! https://t.co/rpGHpdoIa6",Trump
3502,“Schiff blasted for not focusing on California homeless.” @foxandfriends  His District is in terrible shape. He is a corrupt pol who only dreams of the Impeachment Hoax. In my opinion he is mentally deranged!,Trump
3503,https://t.co/66006PDuKf,Trump
3504,https://t.co/pXexddCGtT,Trump
3505,"Just received a briefing on the Coronavirus in China from all of our GREAT agencies, who are also working closely with China. We will continue to monitor the ongoing developments. We have the best experts anywhere in the world, and they are on top of it 24/7! https://t.co/rrtF1Stk78",Trump
3506,Nancy Pelosi wants Congress to take away authority Presidents use to stand up to other countries and defend AMERICANS. Stand with your Commander in Chiefs!,Trump
3507,"With Votes in the House tomorrow, Democrats want to make it harder for Presidents to defend America, and stand up to, as an example, Iran. Protect our GREAT COUNTRY!",Trump
3508,GAME OVER! https://t.co/yvMa6bPqfy,Trump
3509,https://t.co/aX5WIX8B0O,Trump
3510,"For the first time in American History, we have replaced a disastrous Trade Deal that REWARDED outsourcing with a truly FAIR and RECIPROCAL Trade Deal that will keep jobs, wealth and growth right here in AMERICA! https://t.co/bDe8IV9DyD",Trump
3511,"Thanks to our pro-worker, pro-American economic policies, unemployment is at the lowest level in more than 50 years. We have created over 7 MILLION new JOBS. More Americans are working today than EVER before. We have the hottest ECONOMY on earth! https://t.co/TRGKRF7xgQ",Trump
3512,"USMCA is a cutting edge state of the art agreement that protects, defends and serves the great people of our Country. Promises Made, Promises Kept! https://t.co/PuiG1JPTTI",Trump
3513,USMCA is a massive win for American manufacturers and auto workers! https://t.co/eOgFm31cAo,Trump
3514,They will never be satisfied! https://t.co/MXHFQXWC80,Trump
3515,“The best evidence is the Transcript itself.”  Brad Blakeman  @FoxNews,Trump
3516,"There is much talk that certain Democrats are going to be voting with Republicans on the Impeachment Hoax, so that the Senate can get back to the business of taking care of the American people. Sorry, but Cryin’ Chuck Schumer will never let that happen!",Trump
3517,"On the Iraq War Resolution being voted on tomorrow in the House of Represenatives, we are down to 5000 soldiers, and going down, and I want everyone, Republican and Democrat, to vote their HEART!",Trump
3518,"Mark Penn, Harris Poll: “It’s time to end the Impeachment Trial.” @foxandfriends  Just another political Hoax by the Dems!",Trump
3519,"Remember Republicans, the Democrats already had 17 witnesses, we were given NONE! Witnesses are up to the House, not up to the Senate. Don’t let the Dems play you!",Trump
3520,"....many more mistakes of judgement, gets fired because frankly, if I listened to him, we would be in World War Six by now, and goes out and IMMEDIATELY writes a nasty &amp; untrue book. All Classified National Security. Who would do this?",Trump
3521,"For a guy who couldn’t get approved for the Ambassador to the U.N. years ago, couldn’t get approved for anything since, “begged” me for a non Senate approved job, which I gave him despite many saying “Don’t do it, sir,” takes the job, mistakenly says “Libyan Model” on T.V., and..",Trump
3522,Democrats admitting the Impeachment Hoax! https://t.co/AM6v5CpXR3,Trump
3523,Thank you! https://t.co/XnUsalikF0,Trump
3524,"Why didn’t John Bolton complain about this “nonsense” a long time ago, when he was very publicly terminated. He said, not that it matters, NOTHING!",Trump
3525,"No matter how many witnesses you give the Democrats, no matter how much information is given, like the quickly produced Transcripts, it will NEVER be enough for them. They will always scream UNFAIR. The Impeachment Hoax is just another political CON JOB!",Trump
3526,"If you want your children to inherit the blessings that generations of Americans have fought and died to secure—then we must devote everything we have toward victory in 2020. Only this way, can we save the America we love – and drain the Washington Swamp once and for all! https://t.co/5NeC0mFWfU",Trump
